id,source_unique_tokens,source_word_count,source_line_count,mean_neighbor_cosine_similarity,add_count_observed,add_count_marginal_prediction,add_count_neighborhood_prediction,add_count_marginal_absolute_error,add_count_neighborhood_absolute_error,add_count_marginal_minus_neighborhood_absolute_error,delete_count_observed,delete_count_marginal_prediction,delete_count_neighborhood_prediction,delete_count_marginal_absolute_error,delete_count_neighborhood_absolute_error,delete_count_marginal_minus_neighborhood_absolute_error,word_count_observed,word_count_marginal_prediction,word_count_neighborhood_prediction,word_count_marginal_absolute_error,word_count_neighborhood_absolute_error,word_count_marginal_minus_neighborhood_absolute_error,line_count_observed,line_count_marginal_prediction,line_count_neighborhood_prediction,line_count_marginal_absolute_error,line_count_neighborhood_absolute_error,line_count_marginal_minus_neighborhood_absolute_error,source_similarity_observed,source_similarity_marginal_prediction,source_similarity_neighborhood_prediction,source_similarity_marginal_absolute_error,source_similarity_neighborhood_absolute_error,source_similarity_marginal_minus_neighborhood_absolute_error
train_0078,98,135,1,0.174304,39.000000,30.000000,37.000000,9.000000,2.000000,7.000000,85.000000,74.044444,74.745763,10.955556,10.254237,0.701318,76.000000,135.000000,125.000000,59.000000,49.000000,10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.104265,0.179310,0.185273,0.075045,0.081008,-0.005963
train_0079,25,27,1,0.159080,21.000000,32.000000,28.000000,11.000000,7.000000,4.000000,15.000000,18.918919,18.604651,3.918919,3.604651,0.314268,36.000000,26.000000,18.000000,10.000000,18.000000,-8.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.222222,0.176471,0.200000,0.045752,0.022222,0.023529
train_0080,21,22,20,0.112619,32.000000,30.000000,32.000000,2.000000,0.000000,2.000000,12.000000,15.891892,15.521739,3.891892,3.521739,0.370153,96.000000,21.000000,40.000000,75.000000,56.000000,19.000000,21.000000,20.000000,20.000000,1.000000,1.000000,0.000000,0.084746,0.179310,0.183908,0.094565,0.099162,-0.004598
train_0081,28,50,20,0.107910,18.000000,32.000000,27.000000,14.000000,9.000000,5.000000,18.000000,21.189189,20.333333,3.189189,2.333333,0.855856,28.000000,50.000000,51.000000,22.000000,23.000000,-1.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.153846,0.179310,0.222222,0.025464,0.068376,-0.042912
train_0082,20,21,20,0.121397,13.000000,32.000000,28.000000,19.000000,15.000000,4.000000,13.000000,15.135135,15.522388,2.135135,2.522388,-0.387253,20.000000,21.000000,30.000000,1.000000,10.000000,-9.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.146341,0.179310,0.142857,0.032969,0.003484,0.029485
train_0083,58,114,20,0.188074,50.000000,30.000000,33.000000,20.000000,17.000000,3.000000,42.000000,43.891892,42.439024,1.891892,0.439024,1.452868,118.000000,113.000000,111.000000,5.000000,7.000000,-2.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.318966,0.176471,0.243056,0.142495,0.075910,0.066585
train_0084,4,4,1,0.171430,1.000000,32.000000,26.000000,31.000000,25.000000,6.000000,1.000000,3.027027,2.926829,2.027027,1.926829,0.100198,4.000000,3.000000,3.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.750000,0.176471,0.190476,0.573529,0.559524,0.014006
train_0085,36,48,1,0.135986,83.000000,30.000000,26.000000,53.000000,57.000000,-4.000000,27.000000,27.243243,28.310680,0.243243,1.310680,-1.067436,139.000000,47.000000,26.000000,92.000000,113.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.160428,0.179310,0.188235,0.018883,0.027807,-0.008925
train_0086,28,42,1,0.157757,21.000000,32.000000,29.000000,11.000000,8.000000,3.000000,12.000000,21.189189,20.695652,9.189189,8.695652,0.493537,51.000000,41.000000,41.000000,10.000000,10.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.473118,0.176471,0.188235,0.296648,0.284883,0.011765
train_0087,201,411,1,0.223280,71.000000,30.000000,33.000000,41.000000,38.000000,3.000000,160.000000,151.866667,155.612903,8.133333,4.387097,3.746237,227.000000,411.000000,389.000000,184.000000,162.000000,22.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.206897,0.176471,0.185676,0.030426,0.021220,0.009206
train_0088,50,90,20,0.191793,113.000000,30.000000,29.000000,83.000000,84.000000,-1.000000,31.000000,37.837838,37.500000,6.837838,6.500000,0.337838,220.000000,89.000000,87.000000,131.000000,133.000000,-2.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.187097,0.176471,0.202532,0.010626,0.015435,-0.004809
train_0089,63,110,20,0.221370,22.000000,32.000000,28.000000,10.000000,6.000000,4.000000,56.000000,47.600000,49.000000,8.400000,7.000000,1.400000,91.000000,110.000000,88.000000,19.000000,3.000000,16.000000,19.000000,20.000000,20.000000,1.000000,1.000000,0.000000,0.358209,0.176471,0.183908,0.181738,0.174301,0.007437
train_0090,115,196,1,0.186327,85.000000,30.000000,35.000000,55.000000,50.000000,5.000000,94.000000,86.888889,90.673077,7.111111,3.326923,3.784188,163.000000,196.000000,166.000000,33.000000,3.000000,30.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.139276,0.179310,0.187500,0.040035,0.048224,-0.008190
train_0091,25,47,1,0.201637,9.000000,32.000000,26.000000,23.000000,17.000000,6.000000,18.000000,18.918919,18.000000,0.918919,0.000000,0.918919,16.000000,47.000000,47.000000,31.000000,31.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.190476,0.176471,0.200000,0.014006,0.009524,0.004482
train_0092,32,33,1,0.130098,81.000000,30.000000,32.000000,51.000000,49.000000,2.000000,22.000000,24.216216,24.242424,2.216216,2.242424,-0.026208,152.000000,32.000000,28.000000,120.000000,124.000000,-4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.075676,0.179310,0.185273,0.103635,0.109597,-0.005963
train_0093,23,26,2,0.128622,34.000000,30.000000,28.000000,4.000000,6.000000,-2.000000,17.000000,17.405405,17.116279,0.405405,0.116279,0.289126,88.000000,25.000000,25.000000,63.000000,63.000000,0.000000,20.000000,2.000000,2.000000,18.000000,18.000000,0.000000,0.157895,0.179310,0.200000,0.021416,0.042105,-0.020690
train_0094,69,112,20,0.216547,21.000000,32.000000,32.000000,11.000000,11.000000,0.000000,63.000000,52.133333,53.552239,10.866667,9.447761,1.418905,30.000000,112.000000,93.000000,82.000000,63.000000,19.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.070423,0.179310,0.222222,0.108888,0.151800,-0.042912
train_0095,90,143,1,0.178547,59.000000,30.000000,34.000000,29.000000,25.000000,4.000000,75.000000,68.000000,69.000000,7.000000,6.000000,1.000000,123.000000,143.000000,133.000000,20.000000,10.000000,10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.142857,0.179310,0.179310,0.036453,0.036453,0.000000
train_0096,52,90,1,0.186505,40.000000,30.000000,28.000000,10.000000,12.000000,-2.000000,39.000000,39.351351,37.440000,0.351351,1.560000,-1.208649,95.000000,89.000000,87.000000,6.000000,8.000000,-2.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.216216,0.176471,0.185676,0.039746,0.030540,0.009206
train_0097,28,66,1,0.189308,12.000000,32.000000,27.000000,20.000000,15.000000,5.000000,18.000000,21.189189,20.423529,3.189189,2.423529,0.765660,40.000000,66.000000,62.000000,26.000000,22.000000,4.000000,10.000000,1.000000,1.000000,9.000000,9.000000,0.000000,0.377358,0.176471,0.200000,0.200888,0.177358,0.023529
train_0098,118,270,1,0.182298,1.000000,32.000000,33.000000,31.000000,32.000000,-1.000000,115.000000,89.155556,88.500000,25.844444,26.500000,-0.655556,4.000000,270.000000,266.000000,266.000000,262.000000,4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.021898,0.179310,0.188235,0.157413,0.166337,-0.008925
train_0099,61,126,20,0.169326,94.000000,30.000000,38.000000,64.000000,56.000000,8.000000,47.000000,46.088889,45.395349,0.911111,1.604651,-0.693540,164.000000,125.000000,116.000000,39.000000,48.000000,-9.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.179310,0.176471,0.216216,0.002840,0.036906,-0.034066
train_0100,20,27,1,0.165873,3.000000,32.000000,27.000000,29.000000,24.000000,5.000000,18.000000,15.111111,14.400000,2.888889,3.600000,-0.711111,5.000000,27.000000,31.000000,22.000000,26.000000,-4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.062500,0.179310,0.202532,0.116810,0.140032,-0.023221
train_0101,42,58,1,0.161613,36.000000,30.000000,33.000000,6.000000,3.000000,3.000000,36.000000,31.733333,31.623529,4.266667,4.376471,-0.109804,74.000000,57.000000,54.000000,17.000000,20.000000,-3.000000,20.000000,1.000000,1.000000,19.000000,19.000000,0.000000,0.090909,0.179310,0.185676,0.088401,0.094767,-0.006366
train_0102,65,113,1,0.157532,5.000000,32.000000,28.000000,27.000000,23.000000,4.000000,65.000000,49.111111,50.555556,15.888889,14.444444,1.444444,5.000000,113.000000,91.000000,108.000000,86.000000,22.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.179310,0.166667,0.179310,0.166667,0.012644
train_0103,33,87,4,0.190611,62.000000,30.000000,25.000000,32.000000,37.000000,-5.000000,17.000000,24.972973,23.760000,7.972973,6.760000,1.212973,122.000000,86.000000,84.000000,36.000000,38.000000,-2.000000,1.000000,4.000000,4.000000,3.000000,3.000000,0.000000,0.296651,0.176471,0.190476,0.120180,0.106175,0.014006
train_0104,20,20,20,0.126958,78.000000,30.000000,27.000000,48.000000,51.000000,-3.000000,15.000000,15.135135,15.151515,0.135135,0.151515,-0.016380,162.000000,19.000000,27.000000,143.000000,135.000000,8.000000,29.000000,20.000000,20.000000,9.000000,9.000000,0.000000,0.032967,0.179310,0.146341,0.146343,0.113374,0.032969
train_0105,158,285,20,0.220420,63.000000,30.000000,28.000000,33.000000,35.000000,-2.000000,103.000000,119.567568,124.576923,16.567568,21.576923,-5.009356,196.000000,285.000000,263.000000,89.000000,67.000000,22.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.274428,0.176471,0.187097,0.097958,0.087332,0.010626
train_0106,21,21,1,0.158742,14.000000,32.000000,32.000000,18.000000,18.000000,0.000000,12.000000,15.891892,15.750000,3.891892,3.750000,0.141892,27.000000,20.000000,15.000000,7.000000,12.000000,-5.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.291667,0.176471,0.202532,0.115196,0.089135,0.026061
train_0107,28,32,1,0.130319,34.000000,30.000000,33.000000,4.000000,1.000000,3.000000,24.000000,21.155556,21.155556,2.844444,2.844444,0.000000,52.000000,31.000000,13.000000,21.000000,39.000000,-18.000000,12.000000,1.000000,1.000000,11.000000,11.000000,0.000000,0.071429,0.179310,0.179310,0.107882,0.107882,0.000000
train_0108,37,62,1,0.180426,33.000000,30.000000,29.000000,3.000000,4.000000,-1.000000,28.000000,27.955556,26.869048,0.044444,1.130952,-1.086508,86.000000,61.000000,61.000000,25.000000,25.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.283784,0.176471,0.200000,0.107313,0.083784,0.023529
train_0109,24,65,20,0.163460,23.000000,32.000000,26.000000,9.000000,3.000000,6.000000,21.000000,18.133333,17.560976,2.866667,3.439024,-0.572358,73.000000,64.000000,64.000000,9.000000,9.000000,0.000000,19.000000,20.000000,20.000000,1.000000,1.000000,0.000000,0.579710,0.176471,0.239234,0.403240,0.340476,0.062764
train_0110,64,94,1,0.180057,19.000000,32.000000,34.000000,13.000000,15.000000,-2.000000,52.000000,48.355556,49.311475,3.644444,2.688525,0.955920,77.000000,94.000000,90.000000,17.000000,13.000000,4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.187135,0.176471,0.171527,0.010664,0.015608,-0.004944
train_0111,59,113,1,0.211954,26.000000,32.000000,32.000000,6.000000,6.000000,0.000000,45.000000,44.577778,44.696970,0.422222,0.303030,0.119192,90.000000,113.000000,107.000000,23.000000,17.000000,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.305419,0.176471,0.185676,0.128948,0.119742,0.009206
train_0112,79,137,1,0.191457,111.000000,30.000000,28.000000,81.000000,83.000000,-2.000000,49.000000,59.783784,62.288462,10.783784,13.288462,-2.504678,281.000000,136.000000,114.000000,145.000000,167.000000,-22.000000,21.000000,1.000000,1.000000,20.000000,20.000000,0.000000,0.239234,0.176471,0.179310,0.062764,0.059924,0.002840
train_0113,50,94,1,0.160082,39.000000,30.000000,29.000000,9.000000,10.000000,-1.000000,36.000000,37.837838,37.647059,1.837838,1.647059,0.190779,99.000000,93.000000,88.000000,6.000000,11.000000,-5.000000,19.000000,1.000000,1.000000,18.000000,18.000000,0.000000,0.321244,0.176471,0.200000,0.144773,0.121244,0.023529
train_0114,111,206,1,0.207035,32.000000,30.000000,33.000000,2.000000,1.000000,1.000000,96.000000,83.866667,84.090909,12.133333,11.909091,0.224242,67.000000,206.000000,186.000000,139.000000,119.000000,20.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.139194,0.179310,0.200000,0.040116,0.060806,-0.020690
train_0115,56,79,1,0.152144,146.000000,30.000000,28.000000,116.000000,118.000000,-2.000000,36.000000,42.378378,43.555556,6.378378,7.555556,-1.177177,230.000000,78.000000,62.000000,152.000000,168.000000,-16.000000,20.000000,1.000000,1.000000,19.000000,19.000000,0.000000,0.122977,0.179310,0.171527,0.056333,0.048549,0.007784
train_0116,3,3,1,0.106189,58.000000,30.000000,27.000000,28.000000,31.000000,-3.000000,2.000000,2.270270,2.250000,0.270270,0.250000,0.020270,77.000000,2.000000,3.000000,75.000000,74.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.025000,0.179310,0.185430,0.154310,0.160430,-0.006120
train_0117,35,50,21,0.161144,9.000000,32.000000,25.000000,23.000000,16.000000,7.000000,28.000000,26.444444,26.046512,1.555556,1.953488,-0.397933,16.000000,50.000000,44.000000,34.000000,28.000000,6.000000,16.000000,21.000000,21.000000,5.000000,5.000000,0.000000,0.121212,0.179310,0.187500,0.058098,0.066288,-0.008190
train_0118,85,123,20,0.215053,102.000000,30.000000,32.000000,72.000000,70.000000,2.000000,64.000000,64.324324,66.111111,0.324324,2.111111,-1.786787,213.000000,122.000000,104.000000,91.000000,109.000000,-18.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.130952,0.179310,0.206897,0.048358,0.075944,-0.027586
train_0119,68,101,20,0.176319,17.000000,32.000000,28.000000,15.000000,11.000000,4.000000,62.000000,51.377778,52.645161,10.622222,9.354839,1.267384,23.000000,101.000000,84.000000,78.000000,61.000000,17.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.080645,0.179310,0.171527,0.098665,0.090881,0.007784
train_0120,43,86,20,0.198311,25.000000,32.000000,26.000000,7.000000,1.000000,6.000000,32.000000,32.540541,31.879310,0.540541,0.120690,0.419851,100.000000,85.000000,76.000000,15.000000,24.000000,-9.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.494624,0.176471,0.190476,0.318153,0.304147,0.014006
train_0121,70,128,20,0.174440,44.000000,30.000000,29.000000,14.000000,15.000000,-1.000000,51.000000,52.972973,52.972973,1.972973,1.972973,0.000000,123.000000,128.000000,127.000000,5.000000,4.000000,1.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.310757,0.176471,0.200000,0.134286,0.110757,0.023529
train_0122,28,40,1,0.178211,27.000000,32.000000,29.000000,5.000000,2.000000,3.000000,18.000000,21.189189,20.160000,3.189189,2.160000,1.029189,98.000000,39.000000,36.000000,59.000000,62.000000,-3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.246377,0.176471,0.206897,0.069906,0.039480,0.030426
train_0123,54,98,1,0.229085,95.000000,30.000000,28.000000,65.000000,67.000000,-2.000000,43.000000,40.800000,41.806452,2.200000,1.193548,1.006452,170.000000,97.000000,79.000000,73.000000,91.000000,-18.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.261194,0.176471,0.203390,0.084723,0.057804,0.026919
train_0124,11,12,6,0.116461,81.000000,30.000000,27.000000,51.000000,54.000000,-3.000000,6.000000,8.324324,8.186047,2.324324,2.186047,0.138278,141.000000,11.000000,17.000000,130.000000,124.000000,6.000000,1.000000,6.000000,6.000000,5.000000,5.000000,0.000000,0.078431,0.179310,0.188235,0.100879,0.109804,-0.008925
train_0125,26,26,20,0.074298,49.000000,30.000000,32.000000,19.000000,17.000000,2.000000,24.000000,19.644444,19.500000,4.355556,4.500000,-0.144444,70.000000,25.000000,35.000000,45.000000,35.000000,10.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.041667,0.179310,0.183908,0.137644,0.142241,-0.004598
train_0126,21,48,1,0.169076,14.000000,32.000000,27.000000,18.000000,13.000000,5.000000,19.000000,15.866667,15.120000,3.133333,3.880000,-0.746667,17.000000,48.000000,49.000000,31.000000,32.000000,-1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.061538,0.179310,0.242424,0.117772,0.180886,-0.063114
train_0127,25,26,5,0.109117,23.000000,32.000000,27.000000,9.000000,4.000000,5.000000,15.000000,18.918919,18.604651,3.918919,3.604651,0.314268,38.000000,25.000000,26.000000,13.000000,12.000000,1.000000,12.000000,5.000000,5.000000,7.000000,7.000000,0.000000,0.187500,0.176471,0.164948,0.011029,0.022552,-0.011522
train_0128,77,123,20,0.184256,21.000000,32.000000,28.000000,11.000000,7.000000,4.000000,74.000000,58.177778,58.728814,15.822222,15.271186,0.551036,24.000000,123.000000,104.000000,99.000000,80.000000,19.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.027211,0.179310,0.200000,0.152099,0.172789,-0.020690
train_0129,27,56,1,0.189341,17.000000,32.000000,26.000000,15.000000,9.000000,6.000000,19.000000,20.432432,19.671429,1.432432,0.671429,0.761004,29.000000,56.000000,51.000000,27.000000,22.000000,5.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.188235,0.176471,0.234742,0.011765,0.046506,-0.034742
train_0130,22,40,1,0.154557,28.000000,32.000000,27.000000,4.000000,1.000000,3.000000,15.000000,16.648649,15.612903,1.648649,0.612903,1.035745,78.000000,39.000000,45.000000,39.000000,33.000000,6.000000,20.000000,1.000000,1.000000,19.000000,19.000000,0.000000,0.203390,0.176471,0.212766,0.026919,0.009376,0.017543
train_0131,103,187,1,0.206041,26.000000,32.000000,32.000000,6.000000,6.000000,0.000000,81.000000,77.822222,78.966667,3.177778,2.033333,1.144444,94.000000,187.000000,164.000000,93.000000,70.000000,23.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.327402,0.176471,0.185273,0.150932,0.142129,0.008803
train_0132,42,71,20,0.180046,26.000000,32.000000,27.000000,6.000000,1.000000,5.000000,37.000000,31.733333,31.255814,5.266667,5.744186,-0.477519,36.000000,71.000000,68.000000,35.000000,32.000000,3.000000,10.000000,20.000000,20.000000,10.000000,10.000000,0.000000,0.074766,0.179310,0.200000,0.104544,0.125234,-0.020690
train_0133,60,76,1,0.173454,53.000000,30.000000,29.000000,23.000000,24.000000,-1.000000,46.000000,45.333333,46.666667,0.666667,0.666667,0.000000,94.000000,75.000000,53.000000,19.000000,41.000000,-22.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.188235,0.176471,0.187135,0.011765,0.001101,0.010664
train_0134,80,131,1,0.161770,29.000000,32.000000,32.000000,3.000000,3.000000,0.000000,69.000000,60.444444,62.089552,8.555556,6.910448,1.645108,96.000000,131.000000,108.000000,35.000000,12.000000,23.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.334802,0.176471,0.185430,0.158331,0.149371,0.008960
train_0135,46,53,20,0.123737,68.000000,30.000000,32.000000,38.000000,36.000000,2.000000,33.000000,34.810811,34.500000,1.810811,1.500000,0.310811,125.000000,52.000000,47.000000,73.000000,78.000000,-5.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.101124,0.179310,0.179310,0.078187,0.078187,0.000000
train_0136,65,84,1,0.174417,20.000000,32.000000,32.000000,12.000000,12.000000,0.000000,63.000000,49.111111,50.322581,13.888889,12.677419,1.211470,22.000000,84.000000,61.000000,62.000000,39.000000,23.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.037736,0.179310,0.190476,0.141574,0.152740,-0.011166
train_0137,77,137,20,0.237397,30.000000,32.000000,32.000000,2.000000,2.000000,0.000000,71.000000,58.177778,59.612903,12.822222,11.387097,1.435125,91.000000,137.000000,122.000000,46.000000,31.000000,15.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.412281,0.176471,0.212766,0.235810,0.199515,0.036295
train_0138,23,23,19,0.141821,19.000000,32.000000,27.000000,13.000000,8.000000,5.000000,15.000000,17.405405,17.250000,2.405405,2.250000,0.155405,64.000000,22.000000,27.000000,42.000000,37.000000,5.000000,20.000000,19.000000,19.000000,1.000000,1.000000,0.000000,0.183908,0.176471,0.176471,0.007437,0.007437,0.000000
train_0139,41,78,1,0.168303,40.000000,30.000000,26.000000,10.000000,14.000000,-4.000000,30.000000,31.027027,31.060606,1.027027,1.060606,-0.033579,106.000000,77.000000,77.000000,29.000000,29.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.293478,0.176471,0.183908,0.117008,0.109570,0.007437
train_0140,12,12,12,0.084531,18.000000,32.000000,26.000000,14.000000,8.000000,6.000000,10.000000,9.066667,8.780488,0.933333,1.219512,-0.286179,39.000000,11.000000,16.000000,28.000000,23.000000,5.000000,1.000000,12.000000,12.000000,11.000000,11.000000,0.000000,0.078431,0.179310,0.187135,0.100879,0.108703,-0.007824
train_0141,64,105,20,0.179638,25.000000,32.000000,30.000000,7.000000,5.000000,2.000000,58.000000,48.355556,49.777778,9.644444,8.222222,1.422222,36.000000,105.000000,86.000000,69.000000,50.000000,19.000000,17.000000,20.000000,20.000000,3.000000,3.000000,0.000000,0.070922,0.179310,0.188235,0.108388,0.117313,-0.008925
train_0142,85,109,1,0.161937,60.000000,30.000000,33.000000,30.000000,27.000000,3.000000,60.000000,64.324324,67.019231,4.324324,7.019231,-2.694906,108.000000,109.000000,86.000000,1.000000,22.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.156682,0.179310,0.166667,0.022628,0.009985,0.012644
train_0143,85,129,1,0.187432,26.000000,32.000000,35.000000,6.000000,9.000000,-3.000000,71.000000,64.222222,66.844660,6.777778,4.155340,2.622438,84.000000,129.000000,106.000000,45.000000,22.000000,23.000000,20.000000,1.000000,1.000000,19.000000,19.000000,0.000000,0.234742,0.176471,0.185273,0.058271,0.049469,0.008803
train_0144,130,246,20,0.166739,19.000000,32.000000,33.000000,13.000000,14.000000,-1.000000,124.000000,98.222222,99.152542,25.777778,24.847458,0.930320,25.000000,246.000000,231.000000,221.000000,206.000000,15.000000,1.000000,20.000000,20.000000,19.000000,19.000000,0.000000,0.036900,0.179310,0.190476,0.142410,0.153576,-0.011166
train_0145,48,114,20,0.170647,49.000000,30.000000,33.000000,19.000000,16.000000,3.000000,33.000000,36.324324,34.971429,3.324324,1.971429,1.352896,122.000000,113.000000,119.000000,9.000000,3.000000,6.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.440678,0.176471,0.216216,0.264207,0.224462,0.039746
train_0146,61,112,1,0.184937,5.000000,32.000000,28.000000,27.000000,23.000000,4.000000,58.000000,46.088889,45.750000,11.911111,12.250000,-0.338889,8.000000,112.000000,107.000000,104.000000,99.000000,5.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.033333,0.179310,0.202532,0.145977,0.169198,-0.023221
train_0147,156,284,5,0.210049,52.000000,30.000000,32.000000,22.000000,20.000000,2.000000,123.000000,117.866667,122.679612,5.133333,0.320388,4.812945,137.000000,284.000000,254.000000,147.000000,117.000000,30.000000,1.000000,5.000000,5.000000,4.000000,4.000000,0.000000,0.185273,0.176471,0.185676,0.008803,0.000403,0.008399
train_0148,30,66,15,0.158644,43.000000,30.000000,26.000000,13.000000,17.000000,-4.000000,19.000000,22.702703,21.857143,3.702703,2.857143,0.845560,101.000000,65.000000,62.000000,36.000000,39.000000,-3.000000,19.000000,15.000000,15.000000,4.000000,4.000000,0.000000,0.407186,0.176471,0.203390,0.230715,0.203796,0.026919
train_0149,49,61,1,0.165545,21.000000,32.000000,34.000000,11.000000,13.000000,-2.000000,48.000000,37.022222,37.081081,10.977778,10.918919,0.058859,22.000000,61.000000,51.000000,39.000000,29.000000,10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.024096,0.179310,0.179310,0.155214,0.155214,0.000000
train_0150,94,169,1,0.190623,68.000000,30.000000,28.000000,38.000000,40.000000,-2.000000,63.000000,71.135135,70.500000,8.135135,7.500000,0.635135,175.000000,168.000000,150.000000,7.000000,25.000000,-18.000000,25.000000,1.000000,1.000000,24.000000,24.000000,0.000000,0.308140,0.176471,0.190476,0.131669,0.117663,0.014006
