rank,token,training_add_cases,training_add_rate,development_observed_add_cases,marginal_predicted_cases,marginal_correct_cases,retrieval_predicted_cases,retrieval_correct_cases
1823,outstanding,1,0.006667,0,0,0,0,0
1824,owned,1,0.006667,0,0,0,0,0
1825,pace,1,0.006667,0,0,0,0,0
1826,paced,1,0.006667,0,0,0,0,0
1827,pacific,1,0.006667,0,0,0,0,0
1828,package,1,0.006667,0,0,0,0,0
1829,packers,1,0.006667,0,0,0,1,0
1830,paddleboarder,1,0.006667,0,0,0,0,0
1831,painter,1,0.006667,0,0,0,1,0
1832,pale,1,0.006667,0,0,0,0,0
1833,parakeet,1,0.006667,0,0,0,0,0
1834,parent,1,0.006667,0,0,0,0,0
1835,parks,1,0.006667,1,0,0,0,0
1836,participate,1,0.006667,0,0,0,1,0
1837,passable,1,0.006667,0,0,0,0,0
1838,passion,1,0.006667,0,0,0,0,0
1839,passive,1,0.006667,0,0,0,2,0
1840,paying,1,0.006667,0,0,0,0,0
1841,peacemaker,1,0.006667,0,0,0,0,0
1842,pepper,1,0.006667,0,0,0,0,0
1843,per,1,0.006667,0,0,0,1,0
1844,perfection,1,0.006667,0,0,0,0,0
1845,performer,1,0.006667,0,0,0,6,0
1846,perfume,1,0.006667,0,0,0,1,0
1847,perpertually,1,0.006667,0,0,0,2,0
1848,perpetual,1,0.006667,0,0,0,0,0
1849,persistent,1,0.006667,0,0,0,0,0
1850,personality,1,0.006667,0,0,0,0,0
1851,pessimist,1,0.006667,0,0,0,0,0
1852,petrified,1,0.006667,0,0,0,0,0
1853,pets,1,0.006667,0,0,0,2,0
1854,petty,1,0.006667,0,0,0,0,0
1855,pharmacy,1,0.006667,0,0,0,0,0
1856,philosophy,1,0.006667,0,0,0,2,0
1857,photograph,1,0.006667,1,0,0,0,0
1858,photographer,1,0.006667,1,0,0,0,0
1859,photography,1,0.006667,1,0,0,0,0
1860,phrases,1,0.006667,0,0,0,2,0
1861,physically,1,0.006667,1,0,0,0,0
1862,pianist,1,0.006667,0,0,0,1,0
1863,piano,1,0.006667,0,0,0,0,0
1864,pickleball,1,0.006667,2,0,0,0,0
1865,piece,1,0.006667,0,0,0,0,0
1866,pillar,1,0.006667,0,0,0,0,0
1867,places,1,0.006667,0,0,0,2,0
1868,planet,1,0.006667,0,0,0,0,0
1869,plans,1,0.006667,0,0,0,0,0
1870,planted,1,0.006667,0,0,0,0,0
1871,plays,1,0.006667,0,0,0,0,0
1872,pleaser,1,0.006667,0,0,0,0,0
1873,pleasures,1,0.006667,0,0,0,3,0
1874,plight,1,0.006667,0,0,0,0,0
1875,plump,1,0.006667,0,0,0,2,0
1876,plus,1,0.006667,0,0,0,1,0
1877,police,1,0.006667,0,0,0,0,0
1878,polish,1,0.006667,0,0,0,0,0
1879,political,1,0.006667,0,0,0,0,0
1880,politically,1,0.006667,0,0,0,0,0
1881,politics,1,0.006667,1,0,0,0,0
1882,pools,1,0.006667,0,0,0,2,0
1883,poor,1,0.006667,1,0,0,0,0
1884,popular,1,0.006667,1,0,0,0,0
1885,positions,1,0.006667,0,0,0,1,0
1886,positivity,1,0.006667,0,0,0,0,0
1887,post,1,0.006667,0,0,0,0,0
1888,pot,1,0.006667,0,0,0,2,0
1889,practiced,1,0.006667,0,0,0,0,0
1890,praise,1,0.006667,0,0,0,0,0
1891,prdjudice,1,0.006667,0,0,0,0,0
1892,pregnant,1,0.006667,0,0,0,0,0
1893,preparing,1,0.006667,0,0,0,0,0
1894,prescription,1,0.006667,0,0,0,0,0
1895,presented,1,0.006667,0,0,0,0,0
1896,president,1,0.006667,0,0,0,0,0
1897,pride,1,0.006667,0,0,0,0,0
1898,prideful,1,0.006667,0,0,0,0,0
1899,prison,1,0.006667,0,0,0,0,0
1900,privileged,1,0.006667,0,0,0,0,0
1901,prize,1,0.006667,0,0,0,0,0
1902,pro,1,0.006667,0,0,0,0,0
1903,probably,1,0.006667,0,0,0,2,0
1904,process,1,0.006667,0,0,0,0,0
1905,processed,1,0.006667,0,0,0,0,0
1906,processor,1,0.006667,0,0,0,0,0
1907,procrastinator,1,0.006667,0,0,0,0,0
1908,productive,1,0.006667,0,0,0,0,0
1909,program,1,0.006667,0,0,0,0,0
1910,programmer,1,0.006667,0,0,0,0,0
1911,programming,1,0.006667,0,0,0,0,0
1912,project,1,0.006667,0,0,0,0,0
1913,promises,1,0.006667,0,0,0,1,0
1914,propagator,1,0.006667,0,0,0,0,0
1915,proponent,1,0.006667,0,0,0,0,0
1916,provide,1,0.006667,0,0,0,0,0
1917,providing,1,0.006667,0,0,0,0,0
1918,provoder,1,0.006667,0,0,0,0,0
1919,psychology,1,0.006667,0,0,0,2,0
1920,ptsd,1,0.006667,0,0,0,0,0
1921,punk,1,0.006667,0,0,0,0,0
1922,purchase,1,0.006667,0,0,0,0,0
1923,quantum,1,0.006667,0,0,0,0,0
1924,questions,1,0.006667,1,0,0,2,0
1925,quickly,1,0.006667,0,0,0,0,0
1926,quirky,1,0.006667,1,0,0,0,0
1927,quite,1,0.006667,1,0,0,0,0
1928,races,1,0.006667,0,0,0,0,0
1929,racing,1,0.006667,0,0,0,2,0
1930,racist,1,0.006667,0,0,0,0,0
1931,radical,1,0.006667,0,0,0,1,0
1932,rainy,1,0.006667,0,0,0,1,0
1933,raises,1,0.006667,0,0,0,0,0
1934,rape,1,0.006667,0,0,0,0,0
1935,rational,1,0.006667,0,0,0,1,0
1936,realize,1,0.006667,0,0,0,1,0
1937,realm,1,0.006667,0,0,0,0,0
1938,received,1,0.006667,0,0,0,0,0
1939,recommendations,1,0.006667,0,0,0,0,0
1940,recycler,1,0.006667,0,0,0,0,0
1941,recycling,1,0.006667,0,0,0,0,0
1942,red,1,0.006667,2,0,0,0,0
1943,reddish,1,0.006667,0,0,0,0,0
1944,redeemed,1,0.006667,0,0,0,0,0
1945,reduction,1,0.006667,0,0,0,1,0
1946,refinishing,1,0.006667,0,0,0,1,0
1947,reflect,1,0.006667,2,0,0,2,0
1948,refuse,1,0.006667,0,0,0,0,0
1949,refuses,1,0.006667,0,0,0,0,0
1950,regard,1,0.006667,0,0,0,0,0
1951,regimen,1,0.006667,0,0,0,1,0
1952,registered,1,0.006667,0,0,0,0,0
1953,regret,1,0.006667,0,0,0,0,0
1954,regularly,1,0.006667,0,0,0,0,0
1955,related,1,0.006667,0,0,0,0,0
1956,relationship,1,0.006667,0,0,0,1,0
1957,relatively,1,0.006667,0,0,0,0,0
1958,religions,1,0.006667,0,0,0,0,0
1959,relocate,1,0.006667,0,0,0,0,0
1960,rememberable,1,0.006667,0,0,0,0,0
1961,remote,1,0.006667,0,0,0,1,0
1962,report,1,0.006667,0,0,0,6,0
1963,republican,1,0.006667,0,0,0,2,0
1964,repurpose,1,0.006667,0,0,0,0,0
1965,rescue,1,0.006667,0,0,0,0,0
1966,rescued,1,0.006667,0,0,0,0,0
1967,rescues,1,0.006667,0,0,0,2,0
1968,reserved,1,0.006667,0,0,0,0,0
1969,residential,1,0.006667,0,0,0,0,0
1970,resources,1,0.006667,0,0,0,0,0
1971,respect,1,0.006667,2,0,0,0,0
1972,respecting,1,0.006667,0,0,0,0,0
1973,responsibility,1,0.006667,0,0,0,2,0
1974,restaurants,1,0.006667,0,0,0,0,0
1975,retirement,1,0.006667,1,0,0,0,0
1976,retiring,1,0.006667,1,0,0,0,0
1977,return,1,0.006667,0,0,0,0,0
1978,revolves,1,0.006667,0,0,0,0,0
1979,rewarding,1,0.006667,0,0,0,0,0
1980,ride,1,0.006667,0,0,0,0,0
1981,riding,1,0.006667,1,0,0,0,0
1982,risk,1,0.006667,0,0,0,0,0
1983,road,1,0.006667,0,0,0,0,0
1984,robot,1,0.006667,0,0,0,0,0
1985,roller,1,0.006667,1,0,0,0,0
1986,rollercoasters,1,0.006667,0,0,0,0,0
1987,romantic,1,0.006667,0,0,0,0,0
1988,roof,1,0.006667,0,0,0,1,0
1989,routine,1,0.006667,0,0,0,1,0
1990,routines,1,0.006667,0,0,0,2,0
1991,rudely,1,0.006667,0,0,0,0,0
1992,rule,1,0.006667,1,0,0,0,0
1993,rum,1,0.006667,0,0,0,2,0
1994,run,1,0.006667,0,0,0,0,0
1995,runescape,1,0.006667,0,0,0,2,0
1996,sailer,1,0.006667,0,0,0,0,0
1997,salad,1,0.006667,1,0,0,1,0
1998,sales,1,0.006667,2,0,0,0,0
1999,salty,1,0.006667,0,0,0,0,0
2000,savannah,1,0.006667,0,0,0,0,0
2001,save,1,0.006667,0,0,0,0,0
2002,saying,1,0.006667,0,0,0,0,0
2003,scatterbrained,1,0.006667,0,0,0,0,0
2004,scenery,1,0.006667,0,0,0,0,0
2005,sceptic,1,0.006667,0,0,0,0,0
2006,sciences,1,0.006667,0,0,0,0,0
2007,scooter,1,0.006667,0,0,0,0,0
2008,se,1,0.006667,0,0,0,0,0
2009,searcher,1,0.006667,0,0,0,0,0
2010,second,1,0.006667,0,0,0,1,0
2011,secretive,1,0.006667,0,0,0,0,0
2012,section,1,0.006667,0,0,0,0,0
2013,seeds,1,0.006667,0,0,0,0,0
2014,seeker,1,0.006667,0,0,0,1,0
2015,sees,1,0.006667,0,0,0,0,0
2016,selfless,1,0.006667,0,0,0,0,0
2017,sell,1,0.006667,0,0,0,0,0
2018,seller,1,0.006667,0,0,0,1,0
2019,semi,1,0.006667,0,0,0,0,0
2020,senior,1,0.006667,0,0,0,1,0
2021,sentra,1,0.006667,0,0,0,0,0
2022,separated,1,0.006667,0,0,0,0,0
2023,separating,1,0.006667,0,0,0,1,0
2024,serious,1,0.006667,0,0,0,0,0
2025,seriously,1,0.006667,0,0,0,1,0
2026,serve,1,0.006667,0,0,0,0,0
2027,service,1,0.006667,0,0,0,0,0
2028,set,1,0.006667,0,0,0,0,0
2029,setter,1,0.006667,0,0,0,0,0
2030,settings,1,0.006667,0,0,0,0,0
2031,settle,1,0.006667,0,0,0,0,0
2032,sexual,1,0.006667,0,0,0,0,0
2033,shape,1,0.006667,0,0,0,6,0
2034,sharer,1,0.006667,0,0,0,0,0
2035,shining,1,0.006667,0,0,0,0,0
2036,shoes,1,0.006667,0,0,0,0,0
2037,shooping,1,0.006667,0,0,0,0,0
2038,should,1,0.006667,1,0,0,2,0
2039,shouldn't,1,0.006667,0,0,0,0,0
2040,showing,1,0.006667,0,0,0,0,0
2041,siblings,1,0.006667,0,0,0,1,0
2042,sicily,1,0.006667,0,0,0,0,0
2043,sighted,1,0.006667,0,0,0,0,0
2044,significant,1,0.006667,0,0,0,0,0
2045,silver,1,0.006667,0,0,0,0,0
2046,sing,1,0.006667,1,0,0,0,0
2047,sins,1,0.006667,0,0,0,0,0
2048,sisters,1,0.006667,0,0,0,0,0
2049,sites,1,0.006667,0,0,0,0,0
2050,skeleton,1,0.006667,0,0,0,0,0
2051,skeptic,1,0.006667,0,0,0,0,0
2052,skilled,1,0.006667,0,0,0,0,0
2053,skills,1,0.006667,1,0,0,0,0
2054,skin,1,0.006667,0,0,0,0,0
2055,skinned,1,0.006667,0,0,0,0,0
2056,skinny,1,0.006667,1,0,0,0,0
2057,slayer,1,0.006667,0,0,0,0,0
2058,sleeping,1,0.006667,0,0,0,1,0
2059,slightly,1,0.006667,1,0,0,0,0
2060,slob,1,0.006667,0,0,0,0,0
2061,smarts,1,0.006667,0,0,0,0,0
2062,smears,1,0.006667,0,0,0,0,0
2063,smile,1,0.006667,0,0,0,0,0
2064,smiling,1,0.006667,0,0,0,0,0
2065,smoke,1,0.006667,0,0,0,2,0
2066,snacks,1,0.006667,1,0,0,0,0
2067,sober,1,0.006667,0,0,0,0,0
2068,soccer,1,0.006667,2,0,0,0,0
2069,socialist,1,0.006667,0,0,0,1,0
2070,society,1,0.006667,0,0,0,0,0
2071,sociology,1,0.006667,0,0,0,0,0
2072,soft,1,0.006667,0,0,0,0,0
2073,software,1,0.006667,1,0,0,0,0
2074,soldier,1,0.006667,0,0,0,0,0
2075,sole,1,0.006667,0,0,0,0,0
2076,solid,1,0.006667,0,0,0,2,0
2077,solitude,1,0.006667,2,0,0,1,0
2078,solutions,1,0.006667,0,0,0,0,0
2079,someday,1,0.006667,0,0,0,0,0
2080,someone's,1,0.006667,0,0,0,2,0
2081,somewhere,1,0.006667,0,0,0,2,0
2082,songs,1,0.006667,1,0,0,0,0
2083,soon,1,0.006667,0,0,0,1,0
2084,sooner,1,0.006667,0,0,0,0,0
2085,sorrow,1,0.006667,0,0,0,0,0
2086,sorry,1,0.006667,1,0,0,0,0
2087,sorts,1,0.006667,0,0,0,1,0
2088,soup,1,0.006667,0,0,0,1,0
2089,southerner,1,0.006667,0,0,0,2,0
2090,southwest,1,0.006667,0,0,0,0,0
2091,speak,1,0.006667,2,0,0,0,0
2092,speaking,1,0.006667,0,0,0,0,0
2093,special,1,0.006667,1,0,0,0,0
2094,specialist,1,0.006667,0,0,0,0,0
2095,speech,1,0.006667,0,0,0,2,0
2096,spend,1,0.006667,1,0,0,0,0
2097,spent,1,0.006667,0,0,0,0,0
2098,spontaneous,1,0.006667,0,0,0,0,0
2099,sporting,1,0.006667,0,0,0,0,0
2100,sporty,1,0.006667,0,0,0,0,0
2101,stabbed,1,0.006667,0,0,0,2,0
2102,stable,1,0.006667,1,0,0,0,0
2103,stage,1,0.006667,0,0,0,0,0
2104,stands,1,0.006667,0,0,0,0,0
2105,stature,1,0.006667,0,0,0,0,0
2106,step,1,0.006667,0,0,0,1,0
2107,stock,1,0.006667,0,0,0,0,0
2108,stoic,1,0.006667,0,0,0,0,0
2109,stole,1,0.006667,0,0,0,1,0
2110,stony,1,0.006667,0,0,0,2,0
2111,stood,1,0.006667,0,0,0,0,0
2112,stopped,1,0.006667,0,0,0,0,0
2113,stopping,1,0.006667,1,0,0,0,0
2114,store,1,0.006667,0,0,0,0,0
2115,straight,1,0.006667,0,0,0,0,0
2116,stream,1,0.006667,0,0,0,0,0
2117,streaming,1,0.006667,0,0,0,0,0
2118,street,1,0.006667,0,0,0,0,0
2119,stressed,1,0.006667,0,0,0,0,0
2120,stressful,1,0.006667,0,0,0,0,0
2121,striving,1,0.006667,1,0,0,0,0
2122,stroke,1,0.006667,0,0,0,0,0
2123,struggle,1,0.006667,0,0,0,0,0
2124,struggling,1,0.006667,0,0,0,0,0
2125,stuck,1,0.006667,0,0,0,1,0
2126,studious,1,0.006667,0,0,0,0,0
2127,study,1,0.006667,0,0,0,0,0
2128,stuff,1,0.006667,1,0,0,0,0
2129,stupidity,1,0.006667,0,0,0,1,0
2130,substantive,1,0.006667,0,0,0,2,0
2131,succeed,1,0.006667,0,0,0,0,0
2132,success,1,0.006667,0,0,0,2,0
2133,such,1,0.006667,0,0,0,0,0
2134,suffers,1,0.006667,0,0,0,0,0
2135,suicide,1,0.006667,0,0,0,0,0
2136,suit,1,0.006667,0,0,0,0,0
2137,sunrise,1,0.006667,0,0,0,0,0
2138,sunset,1,0.006667,0,0,0,0,0
2139,superheroes,1,0.006667,0,0,0,0,0
2140,superpowers,1,0.006667,0,0,0,0,0
2141,support,1,0.006667,1,0,0,0,0
2142,supporting,1,0.006667,0,0,0,0,0
2143,surroundings,1,0.006667,0,0,0,0,0
2144,survive,1,0.006667,0,0,0,0,0
2145,survived,1,0.006667,0,0,0,0,0
2146,survivingf,1,0.006667,0,0,0,2,0
2147,suspicious,1,0.006667,0,0,0,0,0
2148,sustainability,1,0.006667,0,0,0,0,0
2149,sustainable,1,0.006667,0,0,0,6,0
2150,sweet,1,0.006667,1,0,0,0,0
2151,sycophants,1,0.006667,0,0,0,1,0
2152,symptoms,1,0.006667,1,0,0,1,0
2153,tactfully,1,0.006667,0,0,0,0,0
2154,taken,1,0.006667,0,0,0,0,0
2155,taking,1,0.006667,2,0,0,1,0
2156,talents,1,0.006667,0,0,0,0,0
2157,talker,1,0.006667,0,0,0,1,0
2158,taller,1,0.006667,0,0,0,0,0
2159,tampa,1,0.006667,0,0,0,0,0
2160,tasking,1,0.006667,0,0,0,0,0
2161,taxi,1,0.006667,0,0,0,0,0
2162,teaching,1,0.006667,0,0,0,1,0
2163,team,1,0.006667,0,0,0,1,0
2164,technical,1,0.006667,0,0,0,0,0
2165,technician,1,0.006667,0,0,0,0,0
2166,tells,1,0.006667,0,0,0,0,0
2167,tenacious,1,0.006667,1,0,0,0,0
2168,tends,1,0.006667,0,0,0,2,0
2169,terrible,1,0.006667,0,0,0,0,0
2170,terrific,1,0.006667,0,0,0,0,0
2171,testing,1,0.006667,0,0,0,0,0
2172,texas,1,0.006667,0,0,0,0,0
2173,thankful,1,0.006667,0,0,0,2,0
2174,thanks,1,0.006667,0,0,0,0,0
2175,thats,1,0.006667,0,0,0,2,0
2176,theme,1,0.006667,1,0,0,0,0
2177,themselves,1,0.006667,0,0,0,0,0
2178,theories,1,0.006667,0,0,0,0,0
2179,there’s,1,0.006667,0,0,0,0,0
2180,thick,1,0.006667,0,0,0,0,0
2181,thin,1,0.006667,0,0,0,0,0
2182,thingsabout,1,0.006667,0,0,0,0,0
2183,thinking,1,0.006667,2,0,0,1,0
2184,thinks,1,0.006667,1,0,0,1,0
2185,third,1,0.006667,0,0,0,1,0
2186,tho,1,0.006667,0,0,0,0,0
2187,three,1,0.006667,0,0,0,1,0
2188,thrifty,1,0.006667,0,0,0,0,0
2189,thrives,1,0.006667,0,0,0,1,0
2190,throughout,1,0.006667,0,0,0,2,0
2191,thunderstorms,1,0.006667,0,0,0,0,0
2192,thyroid,1,0.006667,0,0,0,0,0
2193,timeless,1,0.006667,0,0,0,0,0
2194,today's,1,0.006667,0,0,0,0,0
2195,todd,1,0.006667,0,0,0,0,0
2196,tolerant,1,0.006667,0,0,0,0,0
2197,tolerate,1,0.006667,0,0,0,1,0
2198,tolernce,1,0.006667,0,0,0,0,0
2199,tool,1,0.006667,0,0,0,0,0
2200,tooth,1,0.006667,0,0,0,0,0
2201,top,1,0.006667,1,0,0,6,0
2202,touch,1,0.006667,0,0,0,0,0
2203,toxic,1,0.006667,0,0,0,0,0
2204,tracing,1,0.006667,0,0,0,0,0
2205,tracking,1,0.006667,0,0,0,0,0
2206,trade,1,0.006667,0,0,0,0,0
2207,tradition,1,0.006667,0,0,0,2,0
2208,trailers,1,0.006667,0,0,0,0,0
2209,transforming,1,0.006667,0,0,0,2,0
2210,traveled,1,0.006667,0,0,0,0,0
2211,travelling,1,0.006667,0,0,0,0,0
2212,travelor,1,0.006667,0,0,0,0,0
2213,treated,1,0.006667,0,0,0,0,0
2214,tremendously,1,0.006667,0,0,0,0,0
2215,tried,1,0.006667,0,0,0,0,0
2216,trips,1,0.006667,0,0,0,0,0
2217,trudging,1,0.006667,0,0,0,0,0
2218,true,1,0.006667,0,0,0,0,0
2219,truly,1,0.006667,0,0,0,0,0
2220,trusting,1,0.006667,1,0,0,1,0
2221,truthful,1,0.006667,0,0,0,0,0
2222,truths,1,0.006667,0,0,0,0,0
2223,tunes,1,0.006667,0,0,0,1,0
2224,tutor,1,0.006667,0,0,0,0,0
2225,twenty,1,0.006667,0,0,0,0,0
2226,twin,1,0.006667,1,0,0,1,0
2227,typically,1,0.006667,0,0,0,1,0
2228,unavailable,1,0.006667,0,0,0,0,0
2229,uncleanliness,1,0.006667,0,0,0,0,0
2230,underwieght,1,0.006667,0,0,0,0,0
2231,unhealthy,1,0.006667,0,0,0,0,0
2232,union,1,0.006667,0,0,0,2,0
2233,university,1,0.006667,0,0,0,1,0
2234,unlucky,1,0.006667,0,0,0,0,0
2235,unremarkable,1,0.006667,0,0,0,1,0
2236,unselfish,1,0.006667,0,0,0,0,0
2237,unusually,1,0.006667,0,0,0,0,0
2238,urbanite,1,0.006667,0,0,0,0,0
2239,usa,1,0.006667,0,0,0,0,0
2240,useful,1,0.006667,0,0,0,0,0
2241,user,1,0.006667,0,0,0,0,0
2242,utilizes,1,0.006667,0,0,0,0,0
2243,vacation,1,0.006667,0,0,0,0,0
2244,vacuum,1,0.006667,0,0,0,0,0
2245,valdosta,1,0.006667,0,0,0,0,0
2246,validation,1,0.006667,0,0,0,0,0
2247,valley's,1,0.006667,0,0,0,0,0
2248,valuable,1,0.006667,0,0,0,0,0
2249,various,1,0.006667,0,0,0,0,0
2250,varying,1,0.006667,0,0,0,0,0
2251,vegetarian,1,0.006667,0,0,0,0,0
2252,vice,1,0.006667,0,0,0,0,0
2253,videos,1,0.006667,0,0,0,0,0
2254,viewed,1,0.006667,0,0,0,0,0
2255,views,1,0.006667,0,0,0,0,0
2256,virgo,1,0.006667,0,0,0,0,0
2257,vitamin,1,0.006667,0,0,0,0,0
2258,vocational,1,0.006667,0,0,0,0,0
2259,void,1,0.006667,0,0,0,0,0
2260,volunteering,1,0.006667,0,0,0,0,0
2261,voracious,1,0.006667,0,0,0,1,0
2262,vulnerable,1,0.006667,0,0,0,0,0
2263,wait,1,0.006667,0,0,0,0,0
2264,walmart's,1,0.006667,0,0,0,2,0
2265,wamart,1,0.006667,0,0,0,0,0
2266,wannabe,1,0.006667,0,0,0,2,0
2267,wanting,1,0.006667,0,0,0,0,0
2268,war,1,0.006667,0,0,0,0,0
2269,warcraft,1,0.006667,0,0,0,0,0
2270,washer,1,0.006667,0,0,0,0,0
2271,watcher,1,0.006667,1,0,0,2,0
2272,watercolor,1,0.006667,0,0,0,0,0
2273,weak,1,0.006667,0,0,0,0,0
2274,web,1,0.006667,1,0,0,0,0
2275,week,1,0.006667,0,0,0,1,0
2276,weighs,1,0.006667,0,0,0,0,0
2277,welcome,1,0.006667,0,0,0,0,0
2278,welllllll,1,0.006667,0,0,0,0,0
2279,whatever,1,0.006667,0,0,0,1,0
2280,whi,1,0.006667,0,0,0,0,0
2281,whimsical,1,0.006667,0,0,0,0,0
2282,whose,1,0.006667,0,0,0,2,0
2283,why,1,0.006667,1,0,0,0,0
2284,widowed,1,0.006667,0,0,0,2,0
2285,wild,1,0.006667,0,0,0,0,0
2286,wildlife,1,0.006667,0,0,0,1,0
2287,willful,1,0.006667,0,0,0,0,0
2288,wings,1,0.006667,0,0,0,1,0
2289,winner,1,0.006667,0,0,0,1,0
2290,wishing,1,0.006667,0,0,0,0,0
2291,witchcraft,1,0.006667,0,0,0,0,0
2292,withdrawn,1,0.006667,0,0,0,0,0
2293,without,1,0.006667,0,0,0,0,0
2294,witted,1,0.006667,0,0,0,0,0
2295,womanhood,1,0.006667,0,0,0,0,0
2296,women,1,0.006667,1,0,0,0,0
2297,women's,1,0.006667,0,0,0,1,0
2298,wonderful,1,0.006667,0,0,0,1,0
2299,wonderfully,1,0.006667,0,0,0,0,0
2300,wood,1,0.006667,0,0,0,0,0
2301,word,1,0.006667,1,0,0,0,0
2302,workout,1,0.006667,0,0,0,0,0
2303,workplace,1,0.006667,0,0,0,0,0
2304,works,1,0.006667,0,0,0,0,0
2305,would've,1,0.006667,0,0,0,0,0
2306,wrestling,1,0.006667,0,0,0,0,0
2307,writing,1,0.006667,1,0,0,0,0
2308,xennial,1,0.006667,0,0,0,0,0
2309,yard,1,0.006667,2,0,0,1,0
2310,yeat,1,0.006667,0,0,0,2,0
2311,yellow,1,0.006667,0,0,0,1,0
2312,yelp,1,0.006667,0,0,0,0,0
2313,yes,1,0.006667,0,0,0,2,0
2314,yogi,1,0.006667,0,0,0,0,0
2315,york,1,0.006667,0,0,0,2,0
2316,yorker,1,0.006667,0,0,0,0,0
2317,you're,1,0.006667,0,0,0,2,0
2318,youngest,1,0.006667,0,0,0,1,0
2319,yrs,1,0.006667,0,0,0,0,0
,1950s,0,0.000000,1,0,0,0,0
,1985,0,0.000000,1,0,0,0,0
,31,0,0.000000,1,0,0,0,0
,43,0,0.000000,1,0,0,0,0
,76,0,0.000000,1,0,0,0,0
,abnormal,0,0.000000,1,0,0,0,0
,abuse,0,0.000000,1,0,0,0,0
,academic,0,0.000000,1,0,0,0,0
,accomplished,0,0.000000,1,0,0,0,0
,aches,0,0.000000,1,0,0,0,0
,achieves,0,0.000000,1,0,0,0,0
,actualize,0,0.000000,1,0,0,0,0
,adore,0,0.000000,1,0,0,0,0
,advance,0,0.000000,1,0,0,0,0
,ai,0,0.000000,1,0,0,0,0
,aircraft,0,0.000000,1,0,0,0,0
,alaska,0,0.000000,1,0,0,0,0
,allowed,0,0.000000,1,0,0,0,0
,amusement,0,0.000000,1,0,0,0,0
,ancestors,0,0.000000,1,0,0,0,0
,angry,0,0.000000,1,0,0,0,0
,anime,0,0.000000,2,0,0,0,0
,anseres,0,0.000000,1,0,0,0,0
,apartment,0,0.000000,2,0,0,0,0
,areas,0,0.000000,2,0,0,0,0
,aren't,0,0.000000,1,0,0,0,0
,attendee,0,0.000000,1,0,0,0,0
,authoritarianism,0,0.000000,1,0,0,0,0
,aware,0,0.000000,1,0,0,0,0
,b,0,0.000000,1,0,0,0,0
,babysitter,0,0.000000,1,0,0,0,0
,badly,0,0.000000,1,0,0,0,0
,bake,0,0.000000,1,0,0,0,0
,basketball,0,0.000000,1,0,0,0,0
,beam,0,0.000000,1,0,0,0,0
,bear,0,0.000000,1,0,0,0,0
,bears,0,0.000000,2,0,0,0,0
,becasue,0,0.000000,1,0,0,0,0
,bee,0,0.000000,1,0,0,0,0
,bees,0,0.000000,1,0,0,0,0
,befuddled,0,0.000000,1,0,0,0,0
,beverly,0,0.000000,1,0,0,0,0
,bills,0,0.000000,1,0,0,0,0
,biracial,0,0.000000,1,0,0,0,0
,blind,0,0.000000,1,0,0,0,0
,bone,0,0.000000,1,0,0,0,0
,bones,0,0.000000,1,0,0,0,0
,borrowing,0,0.000000,1,0,0,0,0
,bringing,0,0.000000,1,0,0,0,0
,brings,0,0.000000,1,0,0,0,0
,budgeter,0,0.000000,1,0,0,0,0
,bus,0,0.000000,1,0,0,0,0
,cage,0,0.000000,1,0,0,0,0
,calls,0,0.000000,1,0,0,0,0
,cane,0,0.000000,1,0,0,0,0
,carefree,0,0.000000,1,0,0,0,0
,carefully,0,0.000000,1,0,0,0,0
,cart,0,0.000000,1,0,0,0,0
,centered,0,0.000000,1,0,0,0,0
,challenge,0,0.000000,1,0,0,0,0
,cheap,0,0.000000,1,0,0,0,0
,chest,0,0.000000,1,0,0,0,0
,chicago,0,0.000000,0,0,0,1,0
,childfree,0,0.000000,1,0,0,0,0
,chip,0,0.000000,1,0,0,0,0
,chores,0,0.000000,2,0,0,0,0
,city,0,0.000000,1,0,0,0,0
,clarinet,0,0.000000,1,0,0,0,0
,coasters,0,0.000000,1,0,0,0,0
,coffee,0,0.000000,3,0,0,0,0
,colorful,0,0.000000,1,0,0,0,0
,colors,0,0.000000,1,0,0,0,0
,comfort,0,0.000000,1,0,0,0,0
,competitive,0,0.000000,1,0,0,0,0
,conditions,0,0.000000,1,0,0,0,0
,connection,0,0.000000,1,0,0,0,0
,constitutionalist,0,0.000000,1,0,0,0,0
,contemplative,0,0.000000,1,0,0,0,0
,convinced,0,0.000000,1,0,0,0,0
,corso,0,0.000000,1,0,0,0,0
,cosplay,0,0.000000,1,0,0,0,0
,couple,0,0.000000,1,0,0,0,0
,covid,0,0.000000,1,0,0,0,0
,coworker,0,0.000000,1,0,0,0,0
,creator,0,0.000000,1,0,0,0,0
,csa,0,0.000000,1,0,0,0,0
,dead,0,0.000000,0,0,0,2,0
,deals,0,0.000000,1,0,0,0,0
,decisive,0,0.000000,1,0,0,0,0
,deem,0,0.000000,1,0,0,0,0
,depend,0,0.000000,1,0,0,0,0
,designed,0,0.000000,1,0,0,0,0
,desirable,0,0.000000,1,0,0,0,0
,deteriorate,0,0.000000,1,0,0,0,0
,diet,0,0.000000,1,0,0,1,0
,diety,0,0.000000,1,0,0,0,0
,disappointing,0,0.000000,1,0,0,0,0
,disciplined,0,0.000000,1,0,0,0,0
,disney,0,0.000000,1,0,0,0,0
,disorganized,0,0.000000,1,0,0,0,0
,dive,0,0.000000,1,0,0,0,0
